Scary,Costume,film.Title,Title,Release.Year,Type,Genre,Plot,Poster,Metascore,imdbRating,imdbVotes,tomatoMeter,tomatoImage,tomatoConsensus,tomatoURL,BoxOffice,Awards,Fun.Facts,Director,Actor.1,Actor.2,Actor.3,Country,Website,Locations,formatted_address,lat,lng,location_type,Romance,Musical,Drama,Action,Comedy,SciFi,Horror,Adventure,Fantasy,Family,Crime,Western,FilmNoir,Thriller,Mystery,War,Biography,Documentary,Short,badgeo,poster_staging,poster_main
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,1111 California Street,"1111 California St, San Francisco, CA 94108, USA",37.791198,-122.4129823,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,950 Mason Street,"950 Mason St, San Francisco, CA 94108, USA",37.7924959,-122.4100354,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"SF Zoo, 2945 Sloat Blvd","Sloat Blvd. at the Great Highway, San Francisco, CA 94132, USA",37.7329743,-122.5028407,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,1246 Folsom Street,"1246 Folsom St, San Francisco, CA 94103, USA",37.7745943,-122.4109901,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,68 Division Street,"68 Division St, San Francisco, CA 94103, USA",37.7700948,-122.4026916,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,8 Octavia Street,"8 Octavia St, San Francisco, CA 94102, USA",37.7725981,-122.4234298,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,1890 Clay Street,"1890 Clay St, San Francisco, CA 94109, USA",37.7921952,-122.4240262,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Tonga Room, Fairmont Hotel, 950 Mason Street","950 Mason St, San Francisco, CA 94108, USA",37.7924257,-122.4106032,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Muddy Waters, 521 Valencia Street","521 Valencia St, San Francisco, CA 94110, USA",37.76451,-122.4217101,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Mission Arts Center, 2450 Harrison Street","745 Treat Ave, San Francisco, CA 94110, USA",37.7581831,-122.4132469,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Pushing Dead,Pushing Dead,2016,movie,"Comedy, Drama","When a struggling writer, HIV positive for 20+ years, accidentally deposits a $100 birthday check, he is dropped from his health plan for earning too much. In this new era of sort-of ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NjY4NTQ1Ml5BMl5BanBnXkFtZTgwNDE5ODIxOTE@._V1_SX300.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 win.,,Tom E. Brown,Danny Glover,James Roday,Robin Weigert,USA,N/A,5th Ave @ Fulton Street in Golden Gate Park,"Fulton St & 5th Ave, San Francisco, CA 94118, USA",37.7737373,-122.4627045,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Pushing Dead.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Pushing Dead.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,8 Octavia Street,"8 Octavia St, San Francisco, CA 94102, USA",37.7725981,-122.4234298,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,BART Station @ 16th Street & Mission Streets,"16th St. Mission Station, 2000 Mission St, San Francisco, CA 94110, USA",37.7650579,-122.419705,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,67 Deming Street,"67 Deming St, San Francisco, CA 94114, USA",37.7603752,-122.4457537,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,Twin Peaks Park,"Twin Peaks Blvd, San Francisco, CA, USA",37.7533934,-122.4481732,GEOMETRIC_CENTER,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Vega Coffee, 1245 Folsom Street","1246 Folsom St, San Francisco, CA 94103, USA",37.7746094,-122.4110331,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,SF City Hall Polk Street Steps,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,Mission Street @ 22nd Street,"Mission St & 22nd St & San Francisco Bicycle Rte 44, San Francisco, CA 94110, USA",37.7554447,-122.4187761,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Willy's Barber shop, 3227 22nd Street","3227 22nd St, San Francisco, CA 94110, USA",37.7552116,-122.419437,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Looking,Looking for Grace,2015,movie,Drama,"After a teenage girl named Grace goes missing, her parents along with the help of an investigator seek to find her, while also juggling their own secrets and stories between them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTU2NzA5M15BMl5BanBnXkFtZTgwMDE4NDY3NzE@._V1_SX300.jpg,N/A,5.4,206,43,rotten,N/A,http://www.rottentomatoes.com/m/looking_for_grace_2015/,N/A,6 nominations.,,Sue Brooks,Jonathan Groff,Frankie Alvarez,Murray Bartlett,Australia,N/A,"Mission Rec Center, 2450 Harrison Street","2450 Harrison St, San Francisco, CA 94110, USA",37.758201,-122.412999,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Looking.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Looking.jpg
,,Love & Taxes,Love & Mercy,2014,movie,"Biography, Drama, Music","In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_SX300.jpg,80,7.4,"25,933",91,certified,"As unconventional and unwieldy as the life and legacy it honors, Love & Mercy should prove moving for Brian Wilson fans while still satisfying neophytes.",http://www.rottentomatoes.com/m/love_and_mercy/,"$8,790,100.00 ",Nominated for 2 Golden Globes. Another 20 wins & 54 nominations.,,Bill Pohlad,Jacob Kornbluth,,,USA,http://www.loveandmercyfilm.com/,The Marsh Theatre (1062 Valencia Street),"1062 Valencia St, San Francisco, CA 94110, USA",37.7558643,-122.4212771,APPROXIMATE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Love & Taxes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Love & Taxes.jpg
,,Love & Taxes,Love & Mercy,2014,movie,"Biography, Drama, Music","In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_SX300.jpg,80,7.4,"25,933",91,certified,"As unconventional and unwieldy as the life and legacy it honors, Love & Mercy should prove moving for Brian Wilson fans while still satisfying neophytes.",http://www.rottentomatoes.com/m/love_and_mercy/,"$8,790,100.00 ",Nominated for 2 Golden Globes. Another 20 wins & 54 nominations.,,Bill Pohlad,Jacob Kornbluth,,,USA,http://www.loveandmercyfilm.com/,20 Hill Street,"20 Hill St, San Francisco, CA 94110, USA",37.756288,-122.422018,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Love & Taxes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Love & Taxes.jpg
,,Love & Taxes,Love & Mercy,2014,movie,"Biography, Drama, Music","In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_SX300.jpg,80,7.4,"25,933",91,certified,"As unconventional and unwieldy as the life and legacy it honors, Love & Mercy should prove moving for Brian Wilson fans while still satisfying neophytes.",http://www.rottentomatoes.com/m/love_and_mercy/,"$8,790,100.00 ",Nominated for 2 Golden Globes. Another 20 wins & 54 nominations.,,Bill Pohlad,Jacob Kornbluth,,,USA,http://www.loveandmercyfilm.com/,198 Gough Street,"198 Gough St, San Francisco, CA 94102, USA",37.7748761,-122.4223777,ROOFTOP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Love & Taxes.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Love & Taxes.jpg
,TRUE,Magnum Force,Magnum Force,1973,movie,"Action, Crime, Mystery",Dirty Harry is on the trail of vigilante cops who are not above going beyond the law to kill the city's undesirables.,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIyM2IzZjMtNWMxNy00ZGMwLWFmMmEtMzNkODMxZTU2YjcwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.2,"44,964",81,fresh,N/A,http://www.rottentomatoes.com/m/magnum_force/,N/A,N/A,,Ted Post,Clint Eastwood,Hal Holbrook,Mitchell Ryan,USA,N/A,Cost Plus World Market (2552 Taylor Street),"2552 Taylor St, San Francisco, CA 94133, USA",37.8059172,-122.4145599,APPROXIMATE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Magnum Force.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Magnum Force.jpg
,TRUE,Magnum Force,Magnum Force,1973,movie,"Action, Crime, Mystery",Dirty Harry is on the trail of vigilante cops who are not above going beyond the law to kill the city's undesirables.,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIyM2IzZjMtNWMxNy00ZGMwLWFmMmEtMzNkODMxZTU2YjcwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.2,"44,964",81,fresh,N/A,http://www.rottentomatoes.com/m/magnum_force/,N/A,N/A,,Ted Post,Clint Eastwood,Hal Holbrook,Mitchell Ryan,USA,N/A,Vermont Street between 20th and 22nd Streets,"Lombard St, San Francisco, CA 94133, USA",37.802139,-122.41874,APPROXIMATE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Magnum Force.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Magnum Force.jpg
,TRUE,Magnum Force,Magnum Force,1973,movie,"Action, Crime, Mystery",Dirty Harry is on the trail of vigilante cops who are not above going beyond the law to kill the city's undesirables.,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIyM2IzZjMtNWMxNy00ZGMwLWFmMmEtMzNkODMxZTU2YjcwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,7.2,"44,964",81,fresh,N/A,http://www.rottentomatoes.com/m/magnum_force/,N/A,N/A,SFO has a museum dedicated to aviation history. ,Ted Post,Clint Eastwood,Hal Holbrook,Mitchell Ryan,USA,N/A,San Francisco International Airport,"San Francisco International Airport, San Francisco, CA 94128, USA",37.6213129,-122.3789554,APPROXIMATE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,http://clever-goat1.cloudvent.net/assets/blog/valentines-with-the-stars/Magnum Force.jpg,https://datasf.org/assets/blog/valentines-with-the-stars/Magnum Force.jpg
